,id,title,description,release_year,genres,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,name,tags
511,tm183176,A Second Chance,A young girl and her coach overcome adversity to make their way into the National Australian Gymnastics Squad.,2011,"['drama', 'family', 'sport']",4.7,1030.0,6.388,6.2,AdamTuominen EmilyMorris NinaPearce AmyHandley CarmelJohnson AlanahGilbert LillyBlacker HapiMurphy ElysiaMarkou SarahMurray JulieKayLumasag DavidWilson,a young girl and her coach overcome adversity to make their way into the national australian gymnastics squad. adamtuominen emilymorris ninapearce amyhandley carmeljohnson alanahgilbert lillyblacker hapimurphy elysiamarkou sarahmurray juliekaylumasag davidwilson
512,tm40860,Big Time Movie,"In Big Time Movie, the guys must tap their inner spy as their adventure finds them driving exotic cars and jumping out of helicopters, while trying to make it to their first world tour concert on time. Hot on their trail are evil henchmen named Maxwell, British secret agents and Swedish spies as well as billionaire businessman, Sir Atticus Moon who wants back his precious device code named: “The Beetle,” an anti-gravitational device with enormous power.  Once they learn they’re carrying this precious cargo, the guys get pulled into a madcap mission throughout London, which threatens the onset of their world tour.  With the help of teen spy Penny Lane, the guys set out to save Penny’s father MI6 Agent Simon Lane and stop Sir Atticus Moon’s plot to use “The Beetle” to gain world domination (Nickpress).",2012,"['comedy', 'music', 'family']",6.1,1962.0,14.213,7.6,KendallSchmidt JamesMaslow CarlosPenaVega LoganHenderson CiaraBravo ChallenCates TanyaChisholm StephenKramerGlickman EmmaLahana DarrenDolynski MelissaRoxburgh GarryChalk EmilyHolmes LipeViana,"in big time movie, the guys must tap their inner spy as their adventure finds them driving exotic cars and jumping out of helicopters, while trying to make it to their first world tour concert on time. hot on their trail are evil henchmen named maxwell, british secret agents and swedish spies as well as billionaire businessman, sir atticus moon who wants back his precious device code named: “the beetle,” an anti-gravitational device with enormous power.  once they learn they’re carrying this precious cargo, the guys get pulled into a madcap mission throughout london, which threatens the onset of their world tour.  with the help of teen spy penny lane, the guys set out to save penny’s father mi6 agent simon lane and stop sir atticus moon’s plot to use “the beetle” to gain world domination (nickpress). kendallschmidt jamesmaslow carlospenavega loganhenderson ciarabravo challencates tanyachisholm stephenkramerglickman emmalahana darrendolynski melissaroxburgh garrychalk emilyholmes lipeviana"
513,tm35700,Paan Singh Tomar,Paan Singh Tomar goes from celebrated runner to star brigand and rebel when life after sports fails to unfold as planned.,2012,"['drama', 'crime', 'sport', 'thriller', 'action']",8.2,36077.0,4.424,7.4,IrrfanKhan MahieGill VipinSharma NawazuddinSiddiqui ImranHasnee ZakirHussain RajendraGupta BrijendraKala KhanJahangirKhan AshrafUlHaq RaviSah SitaramPanchal RajivGupta,paan singh tomar goes from celebrated runner to star brigand and rebel when life after sports fails to unfold as planned. irrfankhan mahiegill vipinsharma nawazuddinsiddiqui imranhasnee zakirhussain rajendragupta brijendrakala khanjahangirkhan ashrafulhaq ravisah sitarampanchal rajivgupta
514,tm170395,Sniper: Reloaded,"Brandon Beckett (Collins), the son of the previous Sniper film's star Thomas Beckett (Tom Berenger), takes up the mantle set by his father and goes on a mission of his own.",2011,"['drama', 'war', 'action', 'thriller']",,,13.983,6.1,BillyZane RichardSammel ChadMichaelCollins PatrickLyster AnnabelWright ConradKemp KaylaPrivett IanVanDerHeyden RobFruithof NicRasenti KhuluM.Skenjana JustinStrydom HlomlaDandala JustinShaw MartinLeMaitre ClydeBerning AdrianWaldron,"brandon beckett (collins), the son of the previous sniper film's star thomas beckett (tom berenger), takes up the mantle set by his father and goes on a mission of his own. billyzane richardsammel chadmichaelcollins patricklyster annabelwright conradkemp kaylaprivett ianvanderheyden robfruithof nicrasenti khulum.skenjana justinstrydom hlomladandala justinshaw martinlemaitre clydeberning adrianwaldron"
515,tm169053,Shor in the City,Various residents and career-criminals face challenges in crime-laden Mumbai.,2011,"['drama', 'crime']",7.2,3753.0,4.11,6.4,SendhilRamamurthy TussharKapoor NikhilDwivedi PreetiDesai SundeepKishan RadhikaApte GirijaOak Pitobash,various residents and career-criminals face challenges in crime-laden mumbai. sendhilramamurthy tussharkapoor nikhildwivedi preetidesai sundeepkishan radhikaapte girijaoak pitobash
516,tm53395,FRED 3: Camp Fred,"Schools out, and Fred Figglehorn's dream of water slides, horseback riding and monkey butlers during the summer turns into a nightmare of gruel and poisonous berries when his mom signs him up to an unsanitary camp.",2012,"['comedy', 'family']",2.0,2654.0,5.926,5.6,LucasCruikshank TomArnold JoeyBragg JakeWeary SiobhanFallonHogan JohnCena DaniellaMonet AdamHerschman CharlieCarver LeahLewis CarlosKnight LanceLanfear JasonMcNichols LukeBroadlick PhilipAlbuquerque,"schools out, and fred figglehorn's dream of water slides, horseback riding and monkey butlers during the summer turns into a nightmare of gruel and poisonous berries when his mom signs him up to an unsanitary camp. lucascruikshank tomarnold joeybragg jakeweary siobhanfallonhogan johncena daniellamonet adamherschman charliecarver leahlewis carlosknight lancelanfear jasonmcnichols lukebroadlick philipalbuquerque"
517,tm183037,Don 2,"Having conquered the Asian underworld, crime boss Don sets in motion a plan that will give him dominion over Europe.",2011,"['action', 'thriller', 'crime', 'european']",7.0,52750.0,9.333,7.0,ShahRukhKhan PriyankaChopraJonas BomanIrani LaraDutta KunalKapoor OmPuri NawabShah HrithikRoshan FlorianLukas ChristianGoebel MartinGoeres KlausSchindler RikeSchmid AdiPutra AlyyKhan,"having conquered the asian underworld, crime boss don sets in motion a plan that will give him dominion over europe. shahrukhkhan priyankachoprajonas bomanirani laradutta kunalkapoor ompuri nawabshah hrithikroshan florianlukas christiangoebel martingoeres klausschindler rikeschmid adiputra alyykhan"
518,tm178106,Chillar Party,"A gang of innocent but feisty kids who lead carefree lives in Chandan Nagar colony, take on the big bad world of politics when one of their friend's life is endangered.",2011,"['comedy', 'drama', 'family']",7.5,7831.0,2.552,7.0,IrfanKhan NamanJain VisheshTiwari ChinmayChandraunshuh AaravKhanna VedantDesai DivijHanda RajeshSharma ShriyaSharma SatyadeepMisra SwaraBhaskar RanbirKapoor AakashDahiya PankajTripathi ShashankShende SilloMahava BachchanPachera,"a gang of innocent but feisty kids who lead carefree lives in chandan nagar colony, take on the big bad world of politics when one of their friend's life is endangered. irfankhan namanjain visheshtiwari chinmaychandraunshuh aaravkhanna vedantdesai divijhanda rajeshsharma shriyasharma satyadeepmisra swarabhaskar ranbirkapoor aakashdahiya pankajtripathi shashankshende sillomahava bachchanpachera"
519,tm57610,Talaash,"A cop, investigating the mysterious death of a filmstar, meets a sex-worker, while he faces some personal problems psychologically. The mystery connects these people in a way, that ultimately changes their lives.",2012,"['crime', 'thriller', 'drama', 'fantasy']",7.2,42188.0,8.367,6.8,AamirKhan KareenaKapoorKhan RaniMukerji NawazuddinSiddiqui RajkummarRao SubratDutta ShernazPatel GulfamKhan AditiVasudev VivanBhatena ParivaPranati IzabelleLeite SuhaasAhuja,"a cop, investigating the mysterious death of a filmstar, meets a sex-worker, while he faces some personal problems psychologically. the mystery connects these people in a way, that ultimately changes their lives. aamirkhan kareenakapoorkhan ranimukerji nawazuddinsiddiqui rajkummarrao subratdutta shernazpatel gulfamkhan aditivasudev vivanbhatena parivapranati izabelleleite suhaasahuja"
520,tm169354,Coming Forth by Day,"One day in the life of Soad, who lives with her mother and bed-ridden father on the outskirts of Cairo.",2012,['drama'],6.5,234.0,0.6,5.4,DoniaMaher SalmaAl-Naggar AhmadLutfi DoaaEreiqat AhmadSharaf GalalBeheiri NadiaAl-Gindi,"one day in the life of soad, who lives with her mother and bed-ridden father on the outskirts of cairo. doniamaher salmaal-naggar ahmadlutfi doaaereiqat ahmadsharaf galalbeheiri nadiaal-gindi"
521,tm176111,The Great Magician,"In the years after the Revolution, China broken up into fiefdoms held by warlords, who are busy fighting each other. One warlord has imprisoned a girl and wants her to be his seventh wife, but he's too honorable to force her. The local revolutionaries wants to kill him and bring back the republic. But when a stranger returns from abroad with mastery of magic to recover the girl he loved, who is tricking whom and who will win at the end?",2011,"['thriller', 'drama', 'romance', 'comedy']",5.9,1774.0,6.144,6.1,TonyLeungChiu-wai LauChing-wan ZhouXun PaulChun YachaoWang YanNi MiaoTien KenyaSawada WuGang AlexFong LamSuet WangZiwen DanielWu TsuiHark VincentKok MaJingjing JiulongGuo MorrisRongXiang BenzKong JamieLukKim-Ming LauHo-leung ZhangYilong EricZhang YangBing,"in the years after the revolution, china broken up into fiefdoms held by warlords, who are busy fighting each other. one warlord has imprisoned a girl and wants her to be his seventh wife, but he's too honorable to force her. the local revolutionaries wants to kill him and bring back the republic. but when a stranger returns from abroad with mastery of magic to recover the girl he loved, who is tricking whom and who will win at the end? tonyleungchiu-wai lauching-wan zhouxun paulchun yachaowang yanni miaotien kenyasawada wugang alexfong lamsuet wangziwen danielwu tsuihark vincentkok majingjing jiulongguo morrisrongxiang benzkong jamielukkim-ming lauho-leung zhangyilong ericzhang yangbing"
522,tm59372,Arjun: The Warrior Prince,"Legend knows him as an archer of unwavering focus, the soldier who fought a battle in his own heart before taking up arms against his enemy. This is the untold story of Arjun, hero of the Mahabharata. A precocious talent plunged from boyhood and innocence into a murky world of deceit and betrayal, coming of age to become the most powerful warrior of his time. From the dusty plains of Hastinapur to the icy peaks of the Himalayas, Arjun: The Warrior Prince is the story of a man discovering what it takes to be a hero.",2012,"['action', 'animation', 'drama']",6.7,14.0,3.031,6.2,YuddvirBakolia IlaArun AanjjanSrivastav SachinKhedekar VishnuSharma AshokBanthia RaviKhanvilkar,"legend knows him as an archer of unwavering focus, the soldier who fought a battle in his own heart before taking up arms against his enemy. this is the untold story of arjun, hero of the mahabharata. a precocious talent plunged from boyhood and innocence into a murky world of deceit and betrayal, coming of age to become the most powerful warrior of his time. from the dusty plains of hastinapur to the icy peaks of the himalayas, arjun: the warrior prince is the story of a man discovering what it takes to be a hero. yuddvirbakolia ilaarun aanjjansrivastav sachinkhedekar vishnusharma ashokbanthia ravikhanvilkar"
523,tm161804,Toll Booth,"Quiet and introverted toll booth clerk Kenan's life, a humdrum routine between the Tavsancik toll booth plaza and his home, will change the day the new operations chief comes to inspect Tavsancik.",2011,['drama'],6.4,4206.0,2.481,6.3,SerkanErcan ZaferDiper NurFettahoğlu NergisÖztürk SermetYeşil BüşraPekin RuhiSarı NadirSarıbacak AhmetMümtazTaylan İskenderBağcılar FatihDönmez FarukKaraçay AliBarışık ElifSönmez,"quiet and introverted toll booth clerk kenan's life, a humdrum routine between the tavsancik toll booth plaza and his home, will change the day the new operations chief comes to inspect tavsancik. serkanercan zaferdiper nurfettahoğlu nergisöztürk sermetyeşil büşrapekin ruhisarı nadirsarıbacak ahmetmümtaztaylan i̇skenderbağcılar fatihdönmez farukkaraçay alibarışık elifsönmez"
524,tm159593,No One Killed Jessica,The true story of model Jessica Lall who was shot dead in a restaurant and the campaign to bring her killer to justice.,2011,"['drama', 'thriller', 'crime']",7.2,11783.0,4.471,6.7,RaniMukerji VidyaBalan MyraKarn NeilBhoopalam MohammedZeeshanAyyub SatyadeepMisra YogendraTiku PurnenduBhattacharya,the true story of model jessica lall who was shot dead in a restaurant and the campaign to bring her killer to justice. ranimukerji vidyabalan myrakarn neilbhoopalam mohammedzeeshanayyub satyadeepmisra yogendratiku purnendubhattacharya
525,tm44615,Ferrari Ki Sawaari,"A little boy thinks of nothing but cricket. His father, Rusy, thinks of nothing but his little boy. To fulfill his sons dream of playing at Lords cricket ground, the honest and upright Rusy takes a reckless step. He borrows a gleaming red Ferrari. Just for one hour. The only trouble-- he doesnt inform the cars legendary owner. A wild, breathless, bumpy ride begins. A naive Rusy must dodge bullets and bouncers for one unforgettable night, and play the role of a perfect father. Can he do it?  Ferrari Ki Sawaari is a fun-filled story of small guys and their big dreams and how these dreams turn into a mad comedy of errors.  Fasten your seatbelts. The joyride awaits",2012,"['family', 'comedy', 'drama', 'sport']",6.4,5465.0,3.068,6.2,SharmanJoshi RitwikSahore BomanIrani SeemaPahwa AakashDabhade SatyadeepMisra,"a little boy thinks of nothing but cricket. his father, rusy, thinks of nothing but his little boy. to fulfill his sons dream of playing at lords cricket ground, the honest and upright rusy takes a reckless step. he borrows a gleaming red ferrari. just for one hour. the only trouble-- he doesnt inform the cars legendary owner. a wild, breathless, bumpy ride begins. a naive rusy must dodge bullets and bouncers for one unforgettable night, and play the role of a perfect father. can he do it?  ferrari ki sawaari is a fun-filled story of small guys and their big dreams and how these dreams turn into a mad comedy of errors.  fasten your seatbelts. the joyride awaits sharmanjoshi ritwiksahore bomanirani seemapahwa aakashdabhade satyadeepmisra"
526,tm54780,Tiger & Bunny: The Beginning,"Set on an alternative Earth, Superheroes are celebrities and a high rating TV show rates their achievements, awarding them points until an annual King of Heroes is crowned. Old-school hero Wild Tiger is assigned a new partner with very different views on the heroes role in society but soon a vigilante criminal presents them with a serious problem.",2012,"['scifi', 'animation', 'action']",6.6,264.0,2.996,6.5,HiroakiHirata MasakazuMorita TaitenKusunoki GoInoue KenjiroTsuda MariyaIse ShinichiroOhta YukoKaida KiyoshiKatsunuma RihoFushida NobuakiFukuda WataruYokojima HiroshiIwasaki NobuhikoOkamoto MinakoKotobuki RinaHidaka MaayaSakamoto SayuriSadaoka MarkOkita KatsuhisaHôki TsubasaYonaga MiyuIrino JurotaKosugi MutsumiTamura YukaNagayoshi TaichiSetogawa KensukeSato TeruyukiTanzawa IzumiToyoda NaokiTamanoi RinkoHayashi NishimuraTaisuke YukiHayashi TakahideAdachi KatsukiDonoshita HirokiGoto HidetoNitta TakahiroMiyamoto EmiSagara YuumiKawashima ArisaShida EriGoda TakeshiWatanabe SayakaHirao KappeiYamaguchi KojiYusa,"set on an alternative earth, superheroes are celebrities and a high rating tv show rates their achievements, awarding them points until an annual king of heroes is crowned. old-school hero wild tiger is assigned a new partner with very different views on the heroes role in society but soon a vigilante criminal presents them with a serious problem. hiroakihirata masakazumorita taitenkusunoki goinoue kenjirotsuda mariyaise shinichiroohta yukokaida kiyoshikatsunuma rihofushida nobuakifukuda wataruyokojima hiroshiiwasaki nobuhikookamoto minakokotobuki rinahidaka maayasakamoto sayurisadaoka markokita katsuhisahôki tsubasayonaga miyuirino jurotakosugi mutsumitamura yukanagayoshi taichisetogawa kensukesato teruyukitanzawa izumitoyoda naokitamanoi rinkohayashi nishimurataisuke yukihayashi takahideadachi katsukidonoshita hirokigoto hidetonitta takahiromiyamoto emisagara yuumikawashima arisashida erigoda takeshiwatanabe sayakahirao kappeiyamaguchi kojiyusa"
527,tm175909,The Dirty Picture,"After running away from home in search of movie stardom, a village girl rises to become a prominent sex symbol.",2011,"['drama', 'comedy']",6.6,9662.0,7.209,6.3,VidyaBalan EmraanHashmi TussharKapoor NaseeruddinShah AnjuMahendru RajeshSharma ImranHasnee ShivaniTanksale LavinGothi,"after running away from home in search of movie stardom, a village girl rises to become a prominent sex symbol. vidyabalan emraanhashmi tussharkapoor naseeruddinshah anjumahendru rajeshsharma imranhasnee shivanitanksale lavingothi"
528,tm57382,Kath & Kimderella,Kath & Kim turn more than just heads when they go on an overseas trip and end up being the centre of their very own fairytale.,2012,['comedy'],5.3,1362.0,1.768,4.8,JaneTurner GinaRiley GlennRobbins PeterRowsthorn MagdaSzubanski JessicaDeGouw FrankWoodley RichardE.Grant BarryHumphries SusanEllis,kath & kim turn more than just heads when they go on an overseas trip and end up being the centre of their very own fairytale. janeturner ginariley glennrobbins peterrowsthorn magdaszubanski jessicadegouw frankwoodley richarde.grant barryhumphries susanellis
529,tm59289,Rowdy Rathore,"A small-time thug comes across a young girl who claims him to be her father, following which he realizes he has a lookalike who's being hunted by goons.",2012,"['action', 'comedy', 'crime']",5.7,22497.0,6.89,6.1,AkshayKumar SonakshiSinha Nassar DarshanJariwala Supreet GurdeepKohli YashpalSharma JayantGadekar PareshGanatra AnantJog AshokSamarth MushtaqKhan ShrutiBapna ShaktiMohan MaryamZakaria MumaithKhan KareenaKapoorKhan ShaktiKapoor Vijay PrabhuDeva RajArjun,"a small-time thug comes across a young girl who claims him to be her father, following which he realizes he has a lookalike who's being hunted by goons. akshaykumar sonakshisinha nassar darshanjariwala supreet gurdeepkohli yashpalsharma jayantgadekar pareshganatra anantjog ashoksamarth mushtaqkhan shrutibapna shaktimohan maryamzakaria mumaithkhan kareenakapoorkhan shaktikapoor vijay prabhudeva rajarjun"
530,tm47171,OMG: Oh My God!,A shopkeeper takes God to court when his shop is destroyed by an earthquake.,2012,"['drama', 'fantasy', 'comedy']",8.1,58017.0,7.512,7.3,PareshRawal AkshayKumar MithunChakraborty OmPuri MaheshManjrekar PujaGupta ApoorvaArora PoonamJhawer,a shopkeeper takes god to court when his shop is destroyed by an earthquake. pareshrawal akshaykumar mithunchakraborty ompuri maheshmanjrekar pujagupta apoorvaarora poonamjhawer
531,tm165712,Tim Minchin and the Heritage Orchestra: Live at the Royal Albert Hall,"Tim Minchin is joined on stage by the awesome 55-piece Heritage Orchestra, led by Jules Buckley and by Pete Clements on bass and Brad Webb on drums.",2011,"['comedy', 'music']",,,1.743,7.3,TimMinchin,"tim minchin is joined on stage by the awesome 55-piece heritage orchestra, led by jules buckley and by pete clements on bass and brad webb on drums. timminchin"
532,tm48239,Ek Main Aur Ekk Tu,"Rahul and Riana meet each other for the first time, get drunk, and awake the next morning to find that they have gotten legally married to each other.",2012,"['drama', 'romance', 'comedy']",5.7,6820.0,4.062,5.6,ImranKhan KareenaKapoorKhan BomanIrani RobDarren RatnaPathak RamKapoor ManasiScott,"rahul and riana meet each other for the first time, get drunk, and awake the next morning to find that they have gotten legally married to each other. imrankhan kareenakapoorkhan bomanirani robdarren ratnapathak ramkapoor manasiscott"
533,tm160021,A Beautiful Life,"Fang Zhen Dong (Liu Ye) is a patrolling officer in Beijing who one night meets the drunk Li Pei Ru (Shu Qi) while singing karaoke at the KTV place. Li Pei Ru is a real estate agent from Hong Kong who has vowed to make her fortune in the cosmoplitan Beijing, but is caught up in the complexities of life and ends up becoming a mistress of a married man.",2011,"['drama', 'romance']",6.7,927.0,8.025,6.6,LiuYe AnthonyWong ShuQi LiangTian FengDanying SaRina,"fang zhen dong (liu ye) is a patrolling officer in beijing who one night meets the drunk li pei ru (shu qi) while singing karaoke at the ktv place. li pei ru is a real estate agent from hong kong who has vowed to make her fortune in the cosmoplitan beijing, but is caught up in the complexities of life and ends up becoming a mistress of a married man. liuye anthonywong shuqi liangtian fengdanying sarina"
534,tm54371,Mugamoodi,A man can no longer tolerate injustice and corruption and he becomes a vigilante to fight for a better society.,2012,"['drama', 'action']",5.1,1215.0,3.958,5.0,Jiiva Narain PoojaHegde GirishKarnad Nassar Selva AnupamaKumar AdukalamNaren AadukalamMurugadoss KrishnaKumar Kalaiyarasan,a man can no longer tolerate injustice and corruption and he becomes a vigilante to fight for a better society. jiiva narain poojahegde girishkarnad nassar selva anupamakumar adukalamnaren aadukalammurugadoss krishnakumar kalaiyarasan
535,tm172883,Game,"Four strangers are invited by the reclusive Kabir Malhotra, to his private island of Samos, Greece. They don't know each other and they don't know him ... and by the next morning they will wish they had never come.",2011,"['thriller', 'action', 'crime', 'drama', 'european']",5.2,2353.0,4.612,5.2,AbhishekBachchan KanganaRanaut GauaharKhan Sarah-JaneDias JimmyShergill ShahanaGoswami BomanIrani AnupamKher MohanKapur,"four strangers are invited by the reclusive kabir malhotra, to his private island of samos, greece. they don't know each other and they don't know him ... and by the next morning they will wish they had never come. abhishekbachchan kanganaranaut gauaharkhan sarah-janedias jimmyshergill shahanagoswami bomanirani anupamkher mohankapur"
536,tm174518,Bodyguard,"Lovely Singh is extremely respectful of Mr Rana and his daughter Divya. While appointed as Divya's bodyguard, he falls in love with a girl he has never met, unaware that she is none other than Divya.",2011,"['drama', 'action', 'romance', 'comedy']",4.6,25778.0,7.661,5.3,SalmanKhan KareenaKapoorKhan MaheshManjrekar RajBabbar Asrani VidyaSinha HazelKeech ChetanHansraj KatrinaKaif MohammadFaizan RajatRawail AdityaPancholi SharatSaxena KarismaKapoor,"lovely singh is extremely respectful of mr rana and his daughter divya. while appointed as divya's bodyguard, he falls in love with a girl he has never met, unaware that she is none other than divya. salmankhan kareenakapoorkhan maheshmanjrekar rajbabbar asrani vidyasinha hazelkeech chetanhansraj katrinakaif mohammadfaizan rajatrawail adityapancholi sharatsaxena karismakapoor"
537,tm70528,Material,"Cassim Kaif is a young Muslim man who works in his father's fabric shop in Fordsburg, Johannesburg. In the family tradition, Cassim, as the only son, is expected to take over the family business from his father.",2012,"['comedy', 'drama']",7.1,967.0,1.176,5.9,RiaadMoosa CarishmaBasday QuanitaAdams DeniseNewman KrijayGovender ZakeeyaPatel VincentEbrahim JoeyYusufRasdien RoystonStoffels AfzalKhan MelMiller NikRabinowitz,"cassim kaif is a young muslim man who works in his father's fabric shop in fordsburg, johannesburg. in the family tradition, cassim, as the only son, is expected to take over the family business from his father. riaadmoosa carishmabasday quanitaadams denisenewman krijaygovender zakeeyapatel vincentebrahim joeyyusufrasdien roystonstoffels afzalkhan melmiller nikrabinowitz"
538,tm74031,Kyaa Super Kool Hain Hum,An aspiring actor and a struggling DJ team up to pursue the ladies they love and a diamond that rightfully belongs to their oversexed dog.,2012,"['drama', 'comedy']",5.0,3926.0,3.166,5.1,Sarah-JaneDias NalneeshNeel,an aspiring actor and a struggling dj team up to pursue the ladies they love and a diamond that rightfully belongs to their oversexed dog. sarah-janedias nalneeshneel
539,tm181856,Jeff Dunham: Controlled Chaos,"Jeff Dunham is back in his fourth concert event, with all-new material. All the favorites are here: Walter, the grumpy retiree; furry and manic Peanut; Jose Jalapeño, the spicy pepper from south of the border; plus bumbling skeletal Achmed the Dead Terrorist. Dunham is also joined by two never-before-seen characters certain to unleash their own unique havoc on stage.",2011,"['comedy', 'documentation']",7.4,2296.0,2.89,6.3,JeffDunham,"jeff dunham is back in his fourth concert event, with all-new material. all the favorites are here: walter, the grumpy retiree; furry and manic peanut; jose jalapeño, the spicy pepper from south of the border; plus bumbling skeletal achmed the dead terrorist. dunham is also joined by two never-before-seen characters certain to unleash their own unique havoc on stage. jeffdunham"
540,tm38013,Players,"Learning of a fortune in gold being secretly shipped to Romania, master thieves Charlie and Riya assemble a crack team to steal it.",2012,"['thriller', 'action', 'crime']",4.2,4534.0,4.977,5.2,AbhishekBachchan BipashaBasu BobbyDeol SonamKapoor SikandarKher JohnnyLever NeilNitinMukesh,"learning of a fortune in gold being secretly shipped to romania, master thieves charlie and riya assemble a crack team to steal it. abhishekbachchan bipashabasu bobbydeol sonamkapoor sikandarkher johnnylever neilnitinmukesh"
541,tm42306,Aiyyaa,"Meenakshi, a Marathi gal with an ultra-sensitive sense of smell, lives her life in her dreams, dancing and enacting her favourite actresses Sridevi, Madhuri and Juhi. Not believing in arranged marriages, Meenakshi awaits her prince when she comes across Tamil artist Surya, to whom she is strangely attracted to.",2012,"['romance', 'comedy']",4.3,1889.0,4.582,5.1,RaniMukerji PrithvirajSukumaran NirmitiSawant SatishAlekar AnitaDate AmeyWagh Tamizh,"meenakshi, a marathi gal with an ultra-sensitive sense of smell, lives her life in her dreams, dancing and enacting her favourite actresses sridevi, madhuri and juhi. not believing in arranged marriages, meenakshi awaits her prince when she comes across tamil artist surya, to whom she is strangely attracted to. ranimukerji prithvirajsukumaran nirmitisawant satishalekar anitadate ameywagh tamizh"
542,tm39606,Tere Naal Love Ho Gaya,"In a quaint village of Haryana lives Miny, a free-spirited tomboy who instantly wins your heart with her bubbly personality. Her father, Bhatti, runs an auto-rickshaw business and is adamant to marry her off against her liking to Sunny. The male protagonist Viren, is a humble and ambitious rickshaw driver working for Miny's father. Bhatti, insecure about Viren's success, sells of all the rickshaws where Viren had carefully stashed his life savings. In an attempt to recover his money from Bhatti, Viren storms into Miny's engagement with fury. This gives Miny the perfect opportunity to escape her marriage and so she stages a kidnap. However, the kidnap goes all wrong and she and Viren land up in Viren's family mansion. Eventually, Miny's father arrives with the ransom that she had asked for and takes her back home. Back in Punjab, while she is being married off to Sunny...",2012,"['drama', 'comedy', 'romance']",5.8,4381.0,3.262,6.2,RiteshDeshmukh GeneliaD'Souza OmPuri VeenaMalik,"in a quaint village of haryana lives miny, a free-spirited tomboy who instantly wins your heart with her bubbly personality. her father, bhatti, runs an auto-rickshaw business and is adamant to marry her off against her liking to sunny. the male protagonist viren, is a humble and ambitious rickshaw driver working for miny's father. bhatti, insecure about viren's success, sells of all the rickshaws where viren had carefully stashed his life savings. in an attempt to recover his money from bhatti, viren storms into miny's engagement with fury. this gives miny the perfect opportunity to escape her marriage and so she stages a kidnap. however, the kidnap goes all wrong and she and viren land up in viren's family mansion. eventually, miny's father arrives with the ransom that she had asked for and takes her back home. back in punjab, while she is being married off to sunny... riteshdeshmukh geneliad'souza ompuri veenamalik"
543,tm167241,Ragini MMS,"Out to relax and have fun at a farmhouse, a couple experience horror at the hands of an unknown entity",2011,"['drama', 'horror', 'thriller']",5.1,2654.0,2.033,3.8,KainazMotivala RajkummarRao RajatKaul Janice Shernaza MangalaAhire VinodRawat HarshrajShroff ChristyPhilips,"out to relax and have fun at a farmhouse, a couple experience horror at the hands of an unknown entity kainazmotivala rajkummarrao rajatkaul janice shernaza mangalaahire vinodrawat harshrajshroff christyphilips"
544,tm71992,Grandmaster,"Chandrashekhar lives alone in a dark and violent city. Even with crime occurring all around him, he withdraws from all responsibility and lives quietly. Soon, change is forced upon him in order to catch a serial killer. Like a grandmaster who anticipates his opponents moves well in advance, he proceeds forward. But only once, just once, he makes a fatal mistake.",2012,"['thriller', 'action']",6.9,2211.0,3.101,6.5,Mohanlal Priyamani ArjunNandhakumar BabuAntony Narain AnoopMenon JagathySreekumar RomaAsrani Siddique Devan RiyazKhan MithraKurian AmbikaMohan Seetha RajshriNair Manikuttan GayathriVarsha,"chandrashekhar lives alone in a dark and violent city. even with crime occurring all around him, he withdraws from all responsibility and lives quietly. soon, change is forced upon him in order to catch a serial killer. like a grandmaster who anticipates his opponents moves well in advance, he proceeds forward. but only once, just once, he makes a fatal mistake. mohanlal priyamani arjunnandhakumar babuantony narain anoopmenon jagathysreekumar romaasrani siddique devan riyazkhan mithrakurian ambikamohan seetha rajshrinair manikuttan gayathrivarsha"
545,tm31948,26 Years,"26 years ago, state troops were ordered to open fire on civilians in the city of Gwangju who were demonstrating as apart of a democratic movement. Thousands of civilians were killed. Now, a shooter from the national team, a gang member, a policeman, CEO from a large company and director of a private security outfit get involved in a plan to convict the person responsible for the massacre.",2012,"['drama', 'thriller', 'crime']",6.3,1217.0,8.673,7.0,JinGoo HanHye-jin ImSeul-ong BaeSoo-bin LeeKyung-young JangGwang LeeMi-do JoDeok-jae KimEui-sung KimDo-yoon ChunWoo-hee MunSeong-Bok LeeSang-hun,"26 years ago, state troops were ordered to open fire on civilians in the city of gwangju who were demonstrating as apart of a democratic movement. thousands of civilians were killed. now, a shooter from the national team, a gang member, a policeman, ceo from a large company and director of a private security outfit get involved in a plan to convict the person responsible for the massacre. jingoo hanhye-jin imseul-ong baesoo-bin leekyung-young janggwang leemi-do jodeok-jae kimeui-sung kimdo-yoon chunwoo-hee munseong-bok leesang-hun"
546,tm166810,Michael,"After accidentally shooting a 12-year-old boy, a dedicated cop is removed from his position. Forced to take work at a local cinema and beginning to lose his eyesight, he struggles to provide for his son.",2011,"['drama', 'thriller']",5.3,168.0,0.823,5.5,MahieGill NaseeruddinShah,"after accidentally shooting a 12-year-old boy, a dedicated cop is removed from his position. forced to take work at a local cinema and beginning to lose his eyesight, he struggles to provide for his son. mahiegill naseeruddinshah"
