,id,title,description,release_year,genres,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,name,tags
1808,tm321035,Mawlana,"A seemingly traditional journey of a young sheikh in a governmental mosque who moves from leading prayers to becoming a TV celebrity issuing ""fatwas"" that are accepted by millions who have become fans of his as a result of his courage and his attempts to deviate from the usual religious rhetoric in a society heavily influenced by fundamentalism. From Behind the scenes that exposes religion and authority struggle - Mawlana is a movie that defy boundaries.",2017,"['thriller', 'drama']",6.9,864.0,1.577,6.4,AhmadMagdy RehamHaggag,"a seemingly traditional journey of a young sheikh in a governmental mosque who moves from leading prayers to becoming a tv celebrity issuing ""fatwas"" that are accepted by millions who have become fans of his as a result of his courage and his attempts to deviate from the usual religious rhetoric in a society heavily influenced by fundamentalism. from behind the scenes that exposes religion and authority struggle - mawlana is a movie that defy boundaries. ahmadmagdy rehamhaggag"
1809,tm441915,Elf Pets: Santa's St. Bernards Save Christmas,"What happens when an entire town forgets the true spirit of the Christmas season? It’s up to Santa and a delightful cast of North Pole characters to help them remember! In this festive Elf Pets® animated special, Santa discovers there is not enough Christmas spirit for him to make Christmas magical. Thankfully, The Elf on the Shelf® Scout Elves, Santa’s special Elf Pets® St. Bernard pups and a big-hearted family join forces to help others remember the true meaning of Christmas and ensure another successful holiday season for Santa!",2018,"['animation', 'family', 'comedy', 'fantasy']",5.3,95.0,1.648,2.0,BradHyland KendylBell LaurenRevard DeanBalkwill TommasOden JordanHolroyd AmyLovett JordanOldknow JoePeery WalkerWichmann,"what happens when an entire town forgets the true spirit of the christmas season? it’s up to santa and a delightful cast of north pole characters to help them remember! in this festive elf pets® animated special, santa discovers there is not enough christmas spirit for him to make christmas magical. thankfully, the elf on the shelf® scout elves, santa’s special elf pets® st. bernard pups and a big-hearted family join forces to help others remember the true meaning of christmas and ensure another successful holiday season for santa! bradhyland kendylbell laurenrevard deanbalkwill tommasoden jordanholroyd amylovett jordanoldknow joepeery walkerwichmann"
1810,tm361633,Potato Potahto,"A divorced couple who decide to share equal space in their ex-matrimonial home soon realize that the ingenious idea is easier said than done. Bent on flexing their egos and scoring points, the two implore various hilarious tactics that soon inflames emotions and turns an already complicated situation into a roller coaster ride.",2017,['comedy'],4.1,212.0,1.829,2.8,OCUkeje JoselynDumas ChrisAttoh JokeSilva KemiLalaAkindoju BlossomChukwujekwu,"a divorced couple who decide to share equal space in their ex-matrimonial home soon realize that the ingenious idea is easier said than done. bent on flexing their egos and scoring points, the two implore various hilarious tactics that soon inflames emotions and turns an already complicated situation into a roller coaster ride. ocukeje joselyndumas chrisattoh jokesilva kemilalaakindoju blossomchukwujekwu"
1811,tm368006,Harith Iskander: I Told You So,"Malaysian stand-up comedy icon Harith Iskander takes the stage in Kuala Lumpur to talk about Singapore, a past girlfriend, and Rick Astley.",2018,['comedy'],4.6,173.0,2.411,5.5,HarithIskander,"malaysian stand-up comedy icon harith iskander takes the stage in kuala lumpur to talk about singapore, a past girlfriend, and rick astley. harithiskander"
1812,tm430459,La Leyenda del Diamante,"When a gun-toting rebel tries to rescue her kidnapped sister, she finds herself up against a widely feared desperado and a cursed guardian of treasure.",2018,"['action', 'fantasy', 'horror', 'western', 'family', 'scifi']",3.3,51.0,12.871,5.25,AnaLayevska PaulinaGoto KarymeLozano AlexSirvent XavierCervantes CuauhtémocDuque DavidVillegas,"when a gun-toting rebel tries to rescue her kidnapped sister, she finds herself up against a widely feared desperado and a cursed guardian of treasure. analayevska paulinagoto karymelozano alexsirvent xaviercervantes cuauhtémocduque davidvillegas"
1813,tm440324,Santo cachón,"Antonio tries to show his friend Carlos that his wife cheats on him. As he tries to make his friends see the truth, a number of different people and funny situations come up.",2018,['comedy'],4.7,56.0,2.665,6.0,AlejandroGutierrez JoséManuelOspina JimmyVásquez AídaMorales ElianisGarrido NanisOchoa ShirleyMarulanda FabiánCopete JorgeCórdoba FernandoVillate DiegoLeónCusumbo WildermanGarcía LudiLizcano GermánPerdomo AndrewMartínez Hamilton MauricioRusinque DannyMatiz AngieReyesMonroy DianaReyesMonroy,"antonio tries to show his friend carlos that his wife cheats on him. as he tries to make his friends see the truth, a number of different people and funny situations come up. alejandrogutierrez josémanuelospina jimmyvásquez aídamorales elianisgarrido nanisochoa shirleymarulanda fabiáncopete jorgecórdoba fernandovillate diegoleóncusumbo wildermangarcía ludilizcano germánperdomo andrewmartínez hamilton mauriciorusinque dannymatiz angiereyesmonroy dianareyesmonroy"
1814,tm411528,Enissa Amani: Ehrenwort,"Live from Hamburg, Iranian-German comedian Enissa Amani shares her take on German engineering, tax deductions and online fan-mail etiquette.",2018,"['comedy', 'european']",5.5,194.0,1.143,5.6,EnissaAmani,"live from hamburg, iranian-german comedian enissa amani shares her take on german engineering, tax deductions and online fan-mail etiquette. enissaamani"
1815,tm153164,Puriyaatha Puthir,"Kathir, a music director, starts seeing Meera, who teaches music. He starts receiving compromising videos of Meera, and desperately tries to find out the person wrecking their lives, but will it be too late?",2017,['thriller'],6.5,1049.0,1.612,7.1,VijaySethupathi GayathrieShankar MahimaNambiar ArjunanNandakumar SoniaDeepti,"kathir, a music director, starts seeing meera, who teaches music. he starts receiving compromising videos of meera, and desperately tries to find out the person wrecking their lives, but will it be too late? vijaysethupathi gayathrieshankar mahimanambiar arjunannandakumar soniadeepti"
1816,tm320949,Simplemente Manu NNa,Eclectic stand-up comic Manu NNa relays everyday tales about the struggles of being gay in Mexico and shares his love of telenovelas and mezcal.,2017,['comedy'],5.4,51.0,1.4,3.8,ManuNNa,eclectic stand-up comic manu nna relays everyday tales about the struggles of being gay in mexico and shares his love of telenovelas and mezcal. manunna
1817,tm428877,Babamın Ceketi,"Ferhat and Aslihan, who have been together for some time, want to crown their relationship with marriage. But Ferhat's being unemployed is a major obstacle to their marriage. In the meantime, Aslihan father's suffers heart attack makes the situation more complicated. Aslihan's father started to pressure his daughter to marry after the health problem. Her father wants to see her daughter get married. But for this, Ferhat must find money for work and wedding. One of the greatest supporters of Ferhat is his father Ibrahim. Ferhat, who started to look for a job with the help of his friend Penguen Ersin, finds himself in a variety of adventures.",2018,['comedy'],4.9,862.0,2.017,5.1,MüfitCanSaçıntı MertTurak UğurDemirpehlivan AyşenGruda ErkanCan ElifNurKerkük,"ferhat and aslihan, who have been together for some time, want to crown their relationship with marriage. but ferhat's being unemployed is a major obstacle to their marriage. in the meantime, aslihan father's suffers heart attack makes the situation more complicated. aslihan's father started to pressure his daughter to marry after the health problem. her father wants to see her daughter get married. but for this, ferhat must find money for work and wedding. one of the greatest supporters of ferhat is his father ibrahim. ferhat, who started to look for a job with the help of his friend penguen ersin, finds himself in a variety of adventures. müfitcansaçıntı mertturak uğurdemirpehlivan ayşengruda erkancan elifnurkerkük"
1818,tm314677,Silence Is Welcome,"During the holidays, Amanda, trapped in adolescence, looks for a way to escape from the annoying family trip. While travelling, she realizes how her relationship with her family is progressively crumbling and her parents marriage is slowly falling apart. She sees it as a punishment, but does not suspect that with the imminent escalation of violence in Mexico this could be their last vacation together.",2017,['drama'],5.1,106.0,2.331,4.6,EileenYañez JorgeLuisMoreno TenochHuerta LuisEduardoYee RobertoFiesco,"during the holidays, amanda, trapped in adolescence, looks for a way to escape from the annoying family trip. while travelling, she realizes how her relationship with her family is progressively crumbling and her parents marriage is slowly falling apart. she sees it as a punishment, but does not suspect that with the imminent escalation of violence in mexico this could be their last vacation together. eileenyañez jorgeluismoreno tenochhuerta luiseduardoyee robertofiesco"
1819,tm430748,Neevevaro,"As Kalyan, a blind chef and Vennela, who comes visiting him at his restaurant, fall in love and start making plans for their future, Vennela goes missing. Series of unexpected and shocking events follow.",2018,"['thriller', 'action', 'drama', 'romance']",6.9,809.0,1.677,6.5,AadhiPinisetty TaapseePannu RitikaSingh VennelaKishore Saptagiri ShivajiRaja Tulasi AadarshBalakrishna RaviPrakash SatyaKrishnan,"as kalyan, a blind chef and vennela, who comes visiting him at his restaurant, fall in love and start making plans for their future, vennela goes missing. series of unexpected and shocking events follow. aadhipinisetty taapseepannu ritikasingh vennelakishore saptagiri shivajiraja tulasi aadarshbalakrishna raviprakash satyakrishnan"
1820,tm471288,Baby Mamas,The daily lives and loves of four professional women in South Africa who are all in different stages of their own real-life baby mama drama.,2018,"['comedy', 'drama']",6.6,63.0,0.641,,SalaminaMosese KaySmith ThembisaMdoda DineoRanaka JonathanBoynton-Lee NicholasNkuna SthembisoKhoza DonovanPietersen,the daily lives and loves of four professional women in south africa who are all in different stages of their own real-life baby mama drama. salaminamosese kaysmith thembisamdoda dineoranaka jonathanboynton-lee nicholasnkuna sthembisokhoza donovanpietersen
1821,tm404610,Stretch Armstrong: The Breakout,"Villains are rampaging through Charter City and the Flex Fighters -- Jake, Ricardo and Nathan -- need your help to halt the chaos.",2018,['animation'],,,1.18,6.0,StevenYeun,"villains are rampaging through charter city and the flex fighters -- jake, ricardo and nathan -- need your help to halt the chaos. stevenyeun"
1822,tm336084,Echcharikkai,"Two men kidnap the daughter of a rich man, and the latter approaches a retired cop to track the missing woman.",2018,"['thriller', 'horror', 'crime', 'drama']",6.3,312.0,1.697,4.9,Sathyaraj VaralaxmiSarathkumar Kishore VivekRajagopal YogiBabu,"two men kidnap the daughter of a rich man, and the latter approaches a retired cop to track the missing woman. sathyaraj varalaxmisarathkumar kishore vivekrajagopal yogibabu"
1823,tm360763,Verses of Love 2,"When he became a lecturer in Eidenburgh, Fahri met Hulya, Keira, and Sabrina. The three try to make Fahri forget Aisha to continue his life.",2017,"['drama', 'romance']",5.5,609.0,2.821,6.8,FediNuril TatjanaSaphira ChelseaIslan DewiSandra NurFazura PandjiPragiwaksono ArieK.Untung ColeGribble DewiIrawan BrontPalarae MathiasMuchus NinoFernandez MillaneFernandez MelayuNicole TimoScheunemann JihaneAlmira,"when he became a lecturer in eidenburgh, fahri met hulya, keira, and sabrina. the three try to make fahri forget aisha to continue his life. fedinuril tatjanasaphira chelseaislan dewisandra nurfazura pandjipragiwaksono ariek.untung colegribble dewiirawan brontpalarae mathiasmuchus ninofernandez millanefernandez melayunicole timoscheunemann jihanealmira"
1824,tm370472,Kavin Jay : Everybody Calm Down!,"On a mission to defy stereotypes, Malaysian stand-up comedian Kavin Jay shares stories about growing up in the VHS era with his Singapore audience.",2018,"['comedy', 'documentation']",5.9,236.0,1.655,4.6,KavinJay,"on a mission to defy stereotypes, malaysian stand-up comedian kavin jay shares stories about growing up in the vhs era with his singapore audience. kavinjay"
1825,tm368697,Unexpectedly Yours,"Two former high school friends Patty and Cocoy find each other unexpectedly 30 years later, not only as organizers of their high school reunion, but also as new neighbors. Patty and her daughter Yanni's quiet lives then get an unexpected shake-up when love—in the form of Cocoy and his nephew Jason —comes knocking on their door.",2017,"['comedy', 'romance']",6.7,180.0,2.461,7.5,SharonCuneta RobinPadilla JuliaBarretto JoshuaGarcia,"two former high school friends patty and cocoy find each other unexpectedly 30 years later, not only as organizers of their high school reunion, but also as new neighbors. patty and her daughter yanni's quiet lives then get an unexpected shake-up when love—in the form of cocoy and his nephew jason —comes knocking on their door. sharoncuneta robinpadilla juliabarretto joshuagarcia"
