,Unnamed: 0,id,title,description,release_year,genres,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,name,tags
211,211,ts34066,Mako: Island of Secrets,"Real-life mermaids, Sirena, Nixie and Lyla are part of a mermaid pod, which lives in the waters of Mako Island. As young members of the pod, it is their job to protect the Moon Pool and guard it from trespassers. But on the night of a full moon, the mischievous mermaid girls neglect their duties. Sixteen-year-old land-dweller Zac enters the Moon Pool and forms a special connection with Mako.

Zac is given a fish-like tail and amazing powers. The mermaid pod is forced to leave Mako, leaving behind the three mermaid girls, cast out of the pod. They know there's only one way they will be allowed to rejoin the pod: They must get legs, venture onto land and take back Zac's powers – or risk being outcasts forever.",2013,"['scifi', 'action', 'family', 'fantasy', 'romance', 'comedy', 'drama']",6.7,4015.0,41.013,7.6,ChaiHansen DominicDeutscher GemmaForsyth RowanHills KerithAtkinson BrookeNicholeLee IsabelDurant AllieBertram LindaNgo JohnO'Brien LauraKeneally,"real-life mermaids, sirena, nixie and lyla are part of a mermaid pod, which lives in the waters of mako island. as young members of the pod, it is their job to protect the moon pool and guard it from trespassers. but on the night of a full moon, the mischievous mermaid girls neglect their duties. sixteen-year-old land-dweller zac enters the moon pool and forms a special connection with mako.

zac is given a fish-like tail and amazing powers. the mermaid pod is forced to leave mako, leaving behind the three mermaid girls, cast out of the pod. they know there's only one way they will be allowed to rejoin the pod: they must get legs, venture onto land and take back zac's powers – or risk being outcasts forever. chaihansen dominicdeutscher gemmaforsyth rowanhills kerithatkinson brookenicholelee isabeldurant alliebertram lindango johno'brien laurakeneally"
212,212,ts82979,Talking Tom and Friends,"Armed with technological gear, great ideas and an unfailing sense of humour, Talking Tom and his friends are on a mission to reach stardom at all costs.",2014,"['animation', 'comedy', 'drama', 'family', 'action', 'fantasy', 'european']",6.1,411.0,22.213,8.2,ColinHanks LisaSchwartz JamesAdomian MariaBamford TomKenny,"armed with technological gear, great ideas and an unfailing sense of humour, talking tom and his friends are on a mission to reach stardom at all costs. colinhanks lisaschwartz jamesadomian mariabamford tomkenny"
213,213,ts33590,The Haunted Hathaways,"When Michelle Hathaway relocates to New Orleans to open a bakery with her daughters Taylor and Frankie, they quickly learn that life in the “Big Easy” is very different. Unbeknownst to them, their new home is already occupied by a ghost family comprised of jazz musician father Ray Preston and his sons Miles and Louie. After agreeing to live under one roof, they come to care about and rely on one another while driving each other crazy – just like any normal family would. Though leery at first, the Hathaways soon discover how much fun life can be when living with ghosts.",2013,"['comedy', 'family', 'fantasy']",5.0,2538.0,17.079,7.1,AmberFrank CurtisHarris BenjaminFloresJr. BreannaYde GiniferKing ChicoBenymon,"when michelle hathaway relocates to new orleans to open a bakery with her daughters taylor and frankie, they quickly learn that life in the “big easy” is very different. unbeknownst to them, their new home is already occupied by a ghost family comprised of jazz musician father ray preston and his sons miles and louie. after agreeing to live under one roof, they come to care about and rely on one another while driving each other crazy – just like any normal family would. though leery at first, the hathaways soon discover how much fun life can be when living with ghosts. amberfrank curtisharris benjaminfloresjr. breannayde giniferking chicobenymon"
214,214,ts33840,Nagi-Asu: A Lull in the Sea,"Long ago, all humans lived beneath the sea. However, some people preferred the surface and abandoned living underwater permanently. As a consequence, they were stripped of their god-given protection called ""Ena"" which allowed them to breathe underwater. Over time, the rift between the denizens of the sea and of the surface widened, although contact between the two peoples still existed.

This show follows the story of Hikari Sakishima and Manaka Mukaido, along with their childhood friends Chisaki Hiradaira and Kaname Isaki, who are forced to leave the sea and attend a school on the surface. There, the group also meets Tsumugu Kihara, a fellow student and fisherman who loves the sea.

Hikari and his friends' lives are bound to change as they have to deal with the deep-seated hatred and discrimination between the people of sea and of the surface, the storms in their personal lives, as well as an impending tempest which may spell doom for all who dwell on the surface.",2013,"['scifi', 'animation', 'drama', 'fantasy', 'romance']",7.3,1165.0,12.324,7.5,AiKayano KanaHanazawa MikakoKomatsu KaoriIshihara NatsukiHanae KaoriNazuka RyotaOsaka KaitoIshikawa MotomuKiyokawa MasuoAmada,"long ago, all humans lived beneath the sea. however, some people preferred the surface and abandoned living underwater permanently. as a consequence, they were stripped of their god-given protection called ""ena"" which allowed them to breathe underwater. over time, the rift between the denizens of the sea and of the surface widened, although contact between the two peoples still existed.

this show follows the story of hikari sakishima and manaka mukaido, along with their childhood friends chisaki hiradaira and kaname isaki, who are forced to leave the sea and attend a school on the surface. there, the group also meets tsumugu kihara, a fellow student and fisherman who loves the sea.

hikari and his friends' lives are bound to change as they have to deal with the deep-seated hatred and discrimination between the people of sea and of the surface, the storms in their personal lives, as well as an impending tempest which may spell doom for all who dwell on the surface. aikayano kanahanazawa mikakokomatsu kaoriishihara natsukihanae kaorinazuka ryotaosaka kaitoishikawa motomukiyokawa masuoamada"
215,215,ts58137,Pac-Man and the Ghostly Adventures,The fate of PacWorld lies with Pac and his loyal crew as they protect the Power Berries from falling into the sinister hands of Betrayus and his evil army of baddies.,2013,"['action', 'scifi', 'drama', 'animation', 'comedy', 'family', 'fantasy']",4.6,678.0,13.763,7.4,ErinMathews SamVincent AndreaLibman AshleighBall IanJamesCorlett BrianDrummond LeeTockar MattHill,the fate of pacworld lies with pac and his loyal crew as they protect the power berries from falling into the sinister hands of betrayus and his evil army of baddies. erinmathews samvincent andrealibman ashleighball ianjamescorlett briandrummond leetockar matthill
216,216,ts20709,Yowamushi Pedal,"Sakamichi Onada is a wimpy high school freshman who loves anime. He initially wants to enter the anime club, but winds up joining the cycling club after meeting two classmates who are already famous cyclists. He undertakes the grueling training to compete in races, and discovers his own hidden talent in cycling.",2013,"['comedy', 'animation', 'drama', 'sport']",7.7,824.0,23.065,7.3,YuukiOgoe TatsunariKimura TaigaFukazawa GomotoNaoya RyomaBaba YukiTomotsune MinamiSakurai KeisukeUeda EijiTakigawa ShutoMiyazaki KosukeKujirai YoshitsuguMatsuoka HirokiHirai SoramuAoki YuheiYamamoto MaoNoguchi Teruma YukiTamaki KidoYuya KojiMoriya YūyaAsato,"sakamichi onada is a wimpy high school freshman who loves anime. he initially wants to enter the anime club, but winds up joining the cycling club after meeting two classmates who are already famous cyclists. he undertakes the grueling training to compete in races, and discovers his own hidden talent in cycling. yuukiogoe tatsunarikimura taigafukazawa gomotonaoya ryomababa yukitomotsune minamisakurai keisukeueda eijitakigawa shutomiyazaki kosukekujirai yoshitsugumatsuoka hirokihirai soramuaoki yuheiyamamoto maonoguchi teruma yukitamaki kidoyuya kojimoriya yūyaasato"
217,217,ts10206,Ever After High,"The students of all the fairytale characters attend Ever After High, where they are either Royals (students who want to follow in their parent's footsteps) or Rebels (students who wish to write their own destiny).",2013,"['action', 'animation', 'comedy', 'drama', 'family', 'fantasy', 'music', 'romance']",7.7,1184.0,28.659,7.8,JonquilGoode ErinFitzgerald,"the students of all the fairytale characters attend ever after high, where they are either royals (students who want to follow in their parent's footsteps) or rebels (students who wish to write their own destiny). jonquilgoode erinfitzgerald"
218,218,ts154625,Dérapages,"Alain Delambre, unemployed and 57, is lured by an attractive job opening. But things get ugly when he realizes he’s a pawn in a cruel corporate game.",2014,"['drama', 'thriller']",7.9,14.0,8.389,6.9,EricCantona SuzanneClément AlexLutz GustaveKervern AleksandraYermak XavierRobic CyrilCouton AlicedeLencquesaing AdamaNiane LouiseColdefy NicolasMartinez,"alain delambre, unemployed and 57, is lured by an attractive job opening. but things get ugly when he realizes he’s a pawn in a cruel corporate game. ericcantona suzanneclément alexlutz gustavekervern aleksandrayermak xavierrobic cyrilcouton alicedelencquesaing adamaniane louisecoldefy nicolasmartinez"
219,219,ts37187,Senora Acero,"The adventures of Vicenta Acero, the feared coyote who now leads the dynasty of illicit dealings once under the control of her father.",2014,"['crime', 'drama', 'romance']",6.8,387.0,139.363,7.8,CarolinaMiranda OscarPriego MichelDuval AlbertoAgnesi BlancaSoto DiegoSoldano RodrigoGuiraoDíaz AnaLucíaDomínguez ValentinaAcosta JorgeZárate EmilianoZurita AuroraGil WilliamMiller AlejandroSpeitzer ClaudioRoca GabyEspino SergioGoyri MauricioIslas AndrésPalacios RebeccaJones ArapBethke,"the adventures of vicenta acero, the feared coyote who now leads the dynasty of illicit dealings once under the control of her father. carolinamiranda oscarpriego michelduval albertoagnesi blancasoto diegosoldano rodrigoguiraodíaz analucíadomínguez valentinaacosta jorgezárate emilianozurita auroragil williammiller alejandrospeitzer claudioroca gabyespino sergiogoyri mauricioislas andréspalacios rebeccajones arapbethke"
220,220,ts35628,Some Assembly Required,"When fourteen-year-old Jarvis Raines gets a chemistry set from his Aunt Marlene for Christmas, he assumes it's just another boring gift. Boy is he wrong! The contents create a chemical reaction that destroys his houseso much for a Merry Christmas! After getting not even an apology from the manufacturer, Knickknack Toys, Jarvis takes them to court, wins, and ends up owning the company!",2014,"['comedy', 'documentation', 'reality']",8.5,22.0,12.121,6.8,KoltonStewart CharlieStorwick DylanPlayfair HarrisonHoude SydneyScotia EllieHarvie TravisTurner,"when fourteen-year-old jarvis raines gets a chemistry set from his aunt marlene for christmas, he assumes it's just another boring gift. boy is he wrong! the contents create a chemical reaction that destroys his houseso much for a merry christmas! after getting not even an apology from the manufacturer, knickknack toys, jarvis takes them to court, wins, and ends up owning the company! koltonstewart charliestorwick dylanplayfair harrisonhoude sydneyscotia ellieharvie travisturner"
221,221,ts57744,Miniforce,Four animal superheroes called the Miniforce transform into robots to protect small and defenseless creatures from the hands of scheming villains.,2014,['animation'],,,4.796,6.0,UmSang-hyun JeonTae-yeol,four animal superheroes called the miniforce transform into robots to protect small and defenseless creatures from the hands of scheming villains. umsang-hyun jeontae-yeol
222,222,ts58010,VeggieTales in the House,"Get ready to love your veggies! The beloved faith-based brand has a fresh new look as Bob the Tomato, Larry the Cucumber and all their Veggie friends venture off the countertop for the first time ever in an all-new television series, available exclusively on Netflix. Every episode also features a brand-new, upbeat silly song as the Veggie crew embarks on new adventures throughout their house. This loveable comedy stays true to the roots of the VeggieTales brand by seamlessly weaving in strong moral messages that will capture the hearts of Veggie lovers of all ages.",2014,"['comedy', 'family', 'music', 'animation']",4.2,311.0,5.953,5.5,MikeNawrocki PhilVischer,"get ready to love your veggies! the beloved faith-based brand has a fresh new look as bob the tomato, larry the cucumber and all their veggie friends venture off the countertop for the first time ever in an all-new television series, available exclusively on netflix. every episode also features a brand-new, upbeat silly song as the veggie crew embarks on new adventures throughout their house. this loveable comedy stays true to the roots of the veggietales brand by seamlessly weaving in strong moral messages that will capture the hearts of veggie lovers of all ages. mikenawrocki philvischer"
223,223,ts21368,Black Money Love,"Ömer is a police officer. After the death of his fiancée, he suffers great pain. The body of Sibel, Ömer's fiancée, was found on the top of a cliff, in a car next to a fairly old, rich business man. After the shock of her sudden death and the accusations of his love cheating on him, Ömer realizes that there is more behind her suspicious murder",2014,"['action', 'drama', 'romance', 'crime']",7.4,6167.0,24.363,8.2,TubaBüyüküstün EnginAkyürek AliYörenc SaygınSoysal ErkanCan DamlaColbay AhmetTansuTaşanlar,"ömer is a police officer. after the death of his fiancée, he suffers great pain. the body of sibel, ömer's fiancée, was found on the top of a cliff, in a car next to a fairly old, rich business man. after the shock of her sudden death and the accusations of his love cheating on him, ömer realizes that there is more behind her suspicious murder tubabüyüküstün enginakyürek aliyörenc saygınsoysal erkancan damlacolbay ahmettansutaşanlar"
224,224,ts36127,Turbo FAST,"After Turbo the Snail's improbable win at the Indianapolis 500, the superfast racer finds his life forever changed after he returns from his victory tour. Namely, Tito, his human companion, has built Starlite City, a massive miniature city with an elaborate adjoining race track for Turbo and his fellow snails to live and race in. However, Turbo finds his new life no less hectic as he and his friends face new rivals of all varieties eager to take the champion on. Regardless of the danger, Turbo and his colleagues of the Fast Action Stunt Team are ready for the challenge.",2013,"['comedy', 'family', 'sport', 'scifi', 'animation', 'action']",6.3,613.0,7.35,8.7,ReidScott EricBauza JohnEricBentley GreyDeLisle AmirTalai MikeBell,"after turbo the snail's improbable win at the indianapolis 500, the superfast racer finds his life forever changed after he returns from his victory tour. namely, tito, his human companion, has built starlite city, a massive miniature city with an elaborate adjoining race track for turbo and his fellow snails to live and race in. however, turbo finds his new life no less hectic as he and his friends face new rivals of all varieties eager to take the champion on. regardless of the danger, turbo and his colleagues of the fast action stunt team are ready for the challenge. reidscott ericbauza johnericbentley greydelisle amirtalai mikebell"
225,225,ts3799,All Hail King Julien,"King Julien is back and shaking his booty harder than ever! Discover the wild world of Madagascar as the king takes on the jungle’s craziest adventures in this comedy series. With his loyal sidekicks Maurice and Mort, they meet a whole new cast of colorful animals, including ambitious head of security Clover and the villainous Foosa. No one can stop this king from ruling with an iron fist...in the air...wavin' like he just doesn't care.",2014,"['comedy', 'family', 'fantasy', 'animation', 'action']",7.0,2042.0,26.409,6.9,DannyJacobs JeffBennett IndiadeBeaufort KevinMichaelRichardson AndyRichter DebraWilson BetsySodaro SarahThyre,"king julien is back and shaking his booty harder than ever! discover the wild world of madagascar as the king takes on the jungle’s craziest adventures in this comedy series. with his loyal sidekicks maurice and mort, they meet a whole new cast of colorful animals, including ambitious head of security clover and the villainous foosa. no one can stop this king from ruling with an iron fist...in the air...wavin' like he just doesn't care. dannyjacobs jeffbennett indiadebeaufort kevinmichaelrichardson andyrichter debrawilson betsysodaro sarahthyre"
226,226,ts16117,20 Minutes,An innocent pastrycook Melek gets accused of injuring an important politician's son. Her loving husband Ali wants to help his wife to escape from prison.,2013,"['action', 'drama', 'romance']",7.1,1730.0,2.294,8.0,İlkerAksum TubaBüyüküstün FiratCelik İpekBilgin MetinÇekmez MirayAkay UshanÇakır BülentEminYarar MüjdeUzman ÖzgürEgeNalcı MuratProsçiler GünayKaracaoğlu,an innocent pastrycook melek gets accused of injuring an important politician's son. her loving husband ali wants to help his wife to escape from prison. i̇lkeraksum tubabüyüküstün firatcelik i̇pekbilgin metinçekmez mirayakay ushançakır bülenteminyarar müjdeuzman özgüregenalcı muratprosçiler günaykaracaoğlu
227,227,ts20781,Incomplete Life,"Equipped with nothing more than a GED and strategies for the game of go, an office intern gets thrown into the cold reality of the corporate world.",2014,"['comedy', 'drama']",8.5,1987.0,6.909,9.1,YimSi-wan LeeSung-min KangSo-ra KangHa-neul ByunYo-han KimDae-myung ParkHae-jun OhMin-seok ShinEun-jung LeeSeung-joon LeeSi-won YoonJong-hoon KimYe-joon JoHyun-sik TaeIn-ho LeeKyung-young JungHee-tae ChoiHa-ho RyuTae-ho JunSuk-ho,"equipped with nothing more than a ged and strategies for the game of go, an office intern gets thrown into the cold reality of the corporate world. yimsi-wan leesung-min kangso-ra kangha-neul byunyo-han kimdae-myung parkhae-jun ohmin-seok shineun-jung leeseung-joon leesi-won yoonjong-hoon kimye-joon johyun-sik taein-ho leekyung-young junghee-tae choiha-ho ryutae-ho junsuk-ho"
228,228,ts76743,Dokidoki! PreCure,"Thanks to Sharuru, a fairy from the Trump Kingdom, and the power of mysterious accessories called Cure Lovies, Mana transforms into Cure Heart! Mana, her close friend Rikka, her high-class childhood friend Alice, and the enigmatic, cool super idol singer Makoto all become legendary saviors. Together, they purify the Jikochu, who have forgotten about love!",2013,"['animation', 'action', 'comedy', 'drama', 'fantasy', 'family']",6.2,195.0,9.028,8.0,HitomiNabatame KanakoMiyamoto MaiFuchigami MinakoKotobuki RieKugimiya AtsukoTanaka AyakaOhashi HochuOtsuka IzouOikawa KazuhiroYamaji KumikoNishihara KumikoWatanabe MasuoAmada MayumiTanaka NobuoTobita TakahiroSakurai YukaImai YukaTerasaki YumiUchiyama,"thanks to sharuru, a fairy from the trump kingdom, and the power of mysterious accessories called cure lovies, mana transforms into cure heart! mana, her close friend rikka, her high-class childhood friend alice, and the enigmatic, cool super idol singer makoto all become legendary saviors. together, they purify the jikochu, who have forgotten about love! hitominabatame kanakomiyamoto maifuchigami minakokotobuki riekugimiya atsukotanaka ayakaohashi hochuotsuka izouoikawa kazuhiroyamaji kumikonishihara kumikowatanabe masuoamada mayumitanaka nobuotobita takahirosakurai yukaimai yukaterasaki yumiuchiyama"
229,229,ts83239,Booba,"The world is a mystery to little Booba. But he approaches the curiosities around him with wonder, finding adventure in his everyday surroundings.",2014,"['comedy', 'animation', 'family']",6.9,392.0,10.547,7.0,RomanKarev ElenaKareva Dakeshi VyacheslavKataev ValeryPankov,"the world is a mystery to little booba. but he approaches the curiosities around him with wonder, finding adventure in his everyday surroundings. romankarev elenakareva dakeshi vyacheslavkataev valerypankov"
230,230,ts75104,Zbrodnia,The peaceful lives of the residents inhabiting a seaside town are shaken following a series of macabre crimes.,2014,"['crime', 'action']",6.2,692.0,2.675,6.3,RadosławPazura WojciechZieliński MagdalenaBoczarska DorotaKolak JoannaKulig,the peaceful lives of the residents inhabiting a seaside town are shaken following a series of macabre crimes. radosławpazura wojciechzieliński magdalenaboczarska dorotakolak joannakulig
231,231,ts34074,"That Winter, the Wind Blows","Circumstances condemn Oh Soo and Oh Young to loveless lives. After the untimely death of his first love, Oh Soo turns to an ambitionless life as a derelict gambler. The gorgeous Oh Young should be leading the perfect life as an heiress, but when her parents’ divorce crumbles the family, she faces the reality of living life alone—particularly in light of her increasingly impaired vision. When these two heavy souls cross paths, fate delivers a chance meeting that will change their lives forever.",2013,['drama'],7.6,1836.0,5.05,7.5,ZoIn-sung SongHye-kyo KimBum JungEun-ji BaeJong-ok KimTae-woo ImSe-mi SeoHyo-rim KimKyu-chul KimYeong-Hoon,"circumstances condemn oh soo and oh young to loveless lives. after the untimely death of his first love, oh soo turns to an ambitionless life as a derelict gambler. the gorgeous oh young should be leading the perfect life as an heiress, but when her parents’ divorce crumbles the family, she faces the reality of living life alone—particularly in light of her increasingly impaired vision. when these two heavy souls cross paths, fate delivers a chance meeting that will change their lives forever. zoin-sung songhye-kyo kimbum jungeun-ji baejong-ok kimtae-woo imse-mi seohyo-rim kimkyu-chul kimyeong-hoon"
232,232,ts121189,"Raja, Rasoi Aur Anya Kahaniyaan","Explore the history and flavors of regional Indian cuisine, from traditional Kashmiri feasts to the vegetarian dishes of Gujarat.",2014,"['history', 'documentation']",8.9,333.0,0.992,10.0,ManwendraTripathy DrPushpeshPant,"explore the history and flavors of regional indian cuisine, from traditional kashmiri feasts to the vegetarian dishes of gujarat. manwendratripathy drpushpeshpant"
233,233,ts20238,Boss & Me,"Based off Gu Man’s very popular internet novel, the story tells of a kind hearted young girl who works at a big conglomerate. However one of her weaknesses is eating, she loves to eat, and so upon discovering this her boss decides to intentionally fatten her up; she just so happens to share the same blood type as his sister, and thus has the motive of making her the blood donor. Hence comedy ensues as she melts his heart with her exceptional appetite and her cute charm.",2014,"['comedy', 'romance']",7.3,456.0,5.829,9.0,ZhaoLiying ZhangHan ChengyuanLi YoumingHuang,"based off gu man’s very popular internet novel, the story tells of a kind hearted young girl who works at a big conglomerate. however one of her weaknesses is eating, she loves to eat, and so upon discovering this her boss decides to intentionally fatten her up; she just so happens to share the same blood type as his sister, and thus has the motive of making her the blood donor. hence comedy ensues as she melts his heart with her exceptional appetite and her cute charm. zhaoliying zhanghan chengyuanli youminghuang"
234,234,ts82860,Against the Tide,A detective and a psychologist investigating a string of murders form a crime-solving team with the novelist whose work inspired the killings.,2014,['drama'],7.6,11.0,0.6,6.0,ChristopherLeeMing-Shun RuiEn DesmondTan CarrieWon,a detective and a psychologist investigating a string of murders form a crime-solving team with the novelist whose work inspired the killings. christopherleeming-shun ruien desmondtan carriewon
235,235,ts32752,Two Fathers,"Seven years ago, two men were notified that the women they both dated had disappeared after giving birth to a baby girl. Not knowing who the father was, the two bachelors decided to raise the baby together. Tang Xiang Xi, the smooth-talking lawyer, and Wen Zhen Hua, the sensitive florist, and the young Tang Wen Di make up a non-traditional family. Their unique living arrangement attracts the attention of the girl's pigheaded teacher and their reclusive next door neighbor.",2013,"['comedy', 'drama']",8.0,59.0,1.762,7.0,MeganLai CherryLeung WeberYang LinYo-Wei LuciaXie AmandaChou ZhangTianLin LaraChen AdaPan,"seven years ago, two men were notified that the women they both dated had disappeared after giving birth to a baby girl. not knowing who the father was, the two bachelors decided to raise the baby together. tang xiang xi, the smooth-talking lawyer, and wen zhen hua, the sensitive florist, and the young tang wen di make up a non-traditional family. their unique living arrangement attracts the attention of the girl's pigheaded teacher and their reclusive next door neighbor. meganlai cherryleung weberyang linyo-wei luciaxie amandachou zhangtianlin larachen adapan"
236,236,ts8,Better Call Saul,"Six years before Saul Goodman meets Walter White. We meet him when the man who will become Saul Goodman is known as Jimmy McGill, a small-time lawyer searching for his destiny, and, more immediately, hustling to make ends meet. Working alongside, and, often, against Jimmy, is “fixer” Mike Ehrmantraut. The series tracks Jimmy’s transformation into Saul Goodman, the man who puts “criminal” in “criminal lawyer"".",2015,"['drama', 'crime']",8.8,438575.0,273.296,8.5,BobOdenkirk JonathanBanks RheaSeehorn PatrickFabian MichaelMando TonyDalton GiancarloEsposito,"six years before saul goodman meets walter white. we meet him when the man who will become saul goodman is known as jimmy mcgill, a small-time lawyer searching for his destiny, and, more immediately, hustling to make ends meet. working alongside, and, often, against jimmy, is “fixer” mike ehrmantraut. the series tracks jimmy’s transformation into saul goodman, the man who puts “criminal” in “criminal lawyer"". bobodenkirk jonathanbanks rheaseehorn patrickfabian michaelmando tonydalton giancarloesposito"
237,237,ts38796,Stranger Things,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl.",2016,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",8.7,1101055.0,2226.231,8.635,WinonaRyder DavidHarbour MillieBobbyBrown FinnWolfhard GatenMatarazzo CalebMcLaughlin NoahSchnapp SadieSink NataliaDyer CharlieHeaton JoeKeery MayaHawke BrettGelman PriahFerguson MatthewModine PaulReiser JamieCampbellBower,"when a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl. winonaryder davidharbour milliebobbybrown finnwolfhard gatenmatarazzo calebmclaughlin noahschnapp sadiesink nataliadyer charlieheaton joekeery mayahawke brettgelman priahferguson matthewmodine paulreiser jamiecampbellbower"
238,238,ts21867,Schitt's Creek,"Formerly filthy rich video store magnate Johnny Rose, his soap star wife Moira, and their two kids, über-hipster son David and socialite daughter Alexis, suddenly find themselves broke and forced to live in Schitt's Creek, a small depressing town they once bought as a joke.",2015,['comedy'],8.5,115758.0,25.254,7.6,EugeneLevy CatherineO'Hara DanLevy AnnieMurphy EmilyHampshire ChrisElliott JenniferRobertson SarahLevy NoahReid,"formerly filthy rich video store magnate johnny rose, his soap star wife moira, and their two kids, über-hipster son david and socialite daughter alexis, suddenly find themselves broke and forced to live in schitt's creek, a small depressing town they once bought as a joke. eugenelevy catherineo'hara danlevy anniemurphy emilyhampshire chriselliott jenniferrobertson sarahlevy noahreid"
239,239,ts41766,The Good Place,"Eleanor Shellstrop, an ordinary woman who, through an extraordinary string of events, enters the afterlife where she comes to realize that she hasn't been a very good person. With the help of her wise afterlife mentor, she's determined to shed her old way of living and discover the awesome (or at least the pretty good) person within.",2016,"['scifi', 'romance', 'comedy', 'drama', 'fantasy']",8.2,152884.0,33.793,8.0,KristenBell TedDanson WilliamJacksonHarper JameelaJamil MannyJacinto D'ArcyCarden,"eleanor shellstrop, an ordinary woman who, through an extraordinary string of events, enters the afterlife where she comes to realize that she hasn't been a very good person. with the help of her wise afterlife mentor, she's determined to shed her old way of living and discover the awesome (or at least the pretty good) person within. kristenbell teddanson williamjacksonharper jameelajamil mannyjacinto d'arcycarden"
240,240,ts37539,One-Punch Man,"Saitama is a hero who only became a hero for fun. After three years of “special” training, though, he’s become so strong that he’s practically invincible. In fact, he’s too strong — even his mightiest opponents are taken out with a single punch, and it turns out that being devastatingly powerful is actually kind of a bore. With his passion for being a hero lost along with his hair, yet still faced with new enemies every day, how much longer can he keep it going?",2015,"['action', 'animation', 'comedy', 'fantasy', 'scifi', 'horror', 'drama']",8.7,152231.0,133.336,8.4,KazuhiroYamaji YuichiNakamura KenjiroTsuda AoiYuki HirokiYasumoto SaoriHayami MakotoFurukawa KaitoIshikawa HikaruMidorikawa,"saitama is a hero who only became a hero for fun. after three years of “special” training, though, he’s become so strong that he’s practically invincible. in fact, he’s too strong — even his mightiest opponents are taken out with a single punch, and it turns out that being devastatingly powerful is actually kind of a bore. with his passion for being a hero lost along with his hair, yet still faced with new enemies every day, how much longer can he keep it going? kazuhiroyamaji yuichinakamura kenjirotsuda aoiyuki hirokiyasumoto saorihayami makotofurukawa kaitoishikawa hikarumidorikawa"
241,241,ts36577,The Last Kingdom,"A show of heroic deeds and epic battles with a thematic depth that embraces politics, religion, warfare, courage, love, loyalty and our universal search for identity. Combining real historical figures and events with fictional characters, it is the story of how a people combined their strength under one of the most iconic kings of history in order to reclaim their land for themselves and build a place they call home.",2015,"['action', 'drama', 'war', 'history', 'european']",8.5,132561.0,153.281,8.3,AlexanderDreymon EmilyCox ElizaButterworth MarkRowley RubyHartley CavanClerkin ArnasFedaravicius HarryGilby TimothyInnes StefanieMartini PhiaSaban AdrianSchiller,"a show of heroic deeds and epic battles with a thematic depth that embraces politics, religion, warfare, courage, love, loyalty and our universal search for identity. combining real historical figures and events with fictional characters, it is the story of how a people combined their strength under one of the most iconic kings of history in order to reclaim their land for themselves and build a place they call home. alexanderdreymon emilycox elizabutterworth markrowley rubyhartley cavanclerkin arnasfedaravicius harrygilby timothyinnes stefaniemartini phiasaban adrianschiller"
242,242,ts35201,Food Wars! Shokugeki no Soma,"Yukihira Souma's dream is to become a full-time chef in his father's restaurant and surpass his father's culinary skill. But just as Yukihira graduates from middle schools his father, Yukihira Jouichirou, closes down the restaurant to travel and cook around the world. Although downtrodden, Souma's fighting spirit is rekindled by a challenge from Jouichirou which is to survive in an elite culinary school where only 10% of the students graduate. Can Souma survive?",2015,"['drama', 'comedy', 'fantasy', 'thriller', 'animation']",8.2,10022.0,28.642,8.6,YoshitsuguMatsuoka AiKayano MaayaUchida ChinatsuAkasaki RisaTaneda MinamiTakahashi KengoKawanishi AsamiSeto SaoriOnishi JunichiYanagita JunichiSuwabe TaishiMurata YukiOno TakahiroSakurai,"yukihira souma's dream is to become a full-time chef in his father's restaurant and surpass his father's culinary skill. but just as yukihira graduates from middle schools his father, yukihira jouichirou, closes down the restaurant to travel and cook around the world. although downtrodden, souma's fighting spirit is rekindled by a challenge from jouichirou which is to survive in an elite culinary school where only 10% of the students graduate. can souma survive? yoshitsugumatsuoka aikayano maayauchida chinatsuakasaki risataneda minamitakahashi kengokawanishi asamiseto saorionishi junichiyanagita junichisuwabe taishimurata yukiono takahirosakurai"
243,243,ts42069,The Crown,"The gripping, decades-spanning inside story of Her Majesty Queen Elizabeth II and the Prime Ministers who shaped Britain's post-war destiny. 

The Crown tells the inside story of two of the most famous addresses in the world – Buckingham Palace and 10 Downing Street – and the intrigues, love lives and machinations behind the great events that shaped the second half of the 20th century. Two houses, two courts, one Crown.",2016,"['drama', 'history', 'european']",8.7,194243.0,75.521,8.2,OliviaColman EmmaCorrin TobiasMenzies JoshO'Connor ErinDoherty HelenaBonhamCarter MarionBailey GillianAnderson StephenBoxer,"the gripping, decades-spanning inside story of her majesty queen elizabeth ii and the prime ministers who shaped britain's post-war destiny. 

the crown tells the inside story of two of the most famous addresses in the world – buckingham palace and 10 downing street – and the intrigues, love lives and machinations behind the great events that shaped the second half of the 20th century. two houses, two courts, one crown. oliviacolman emmacorrin tobiasmenzies josho'connor erindoherty helenabonhamcarter marionbailey gilliananderson stephenboxer"
