,Unnamed: 0,id,title,description,release_year,genres,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,name,tags
39,39,ts12724,30 Rock,"Liz Lemon, the head writer for a late-night TV variety show in New York, tries to juggle all the egos around her while chasing her own dream.",2006,"['comedy', 'sport']",8.3,122698.0,48.88,7.4,TinaFey AlecBaldwin TracyMorgan JackMcBrayer ScottAdsit JudahFriedlander JaneKrakowski KeithPowell KevinBrown GrizzChapman KatrinaBowden JohnLutz MaulikPancholy,"liz lemon, the head writer for a late-night tv variety show in new york, tries to juggle all the egos around her while chasing her own dream. tinafey alecbaldwin tracymorgan jackmcbrayer scottadsit judahfriedlander janekrakowski keithpowell kevinbrown grizzchapman katrinabowden johnlutz maulikpancholy"
40,40,ts6644,Borgen,"40-year old political leader Birgitte Nyborg secures her party a landslide victory through her idealism and huge effort, then faces the biggest challenge of her life: how most effectively to use the newly won seats, and how far she is willing to go in order to gain as much influence as possible.",2010,"['drama', 'european']",8.5,25485.0,51.118,8.1,SidseBabettKnudsen PilouAsbæk BirgitteHjortSørensen MikaelBirkkjær LarsKnutzon SørenMalling BenedikteHansen LarsMikkelsen EmilPoulsen FrejaRiemann ThomasLevin LisbethWulff SørenSpanning OleThestrup JulieAgneteVang PeterMygind,"40-year old political leader birgitte nyborg secures her party a landslide victory through her idealism and huge effort, then faces the biggest challenge of her life: how most effectively to use the newly won seats, and how far she is willing to go in order to gain as much influence as possible. sidsebabettknudsen pilouasbæk birgittehjortsørensen mikaelbirkkjær larsknutzon sørenmalling benediktehansen larsmikkelsen emilpoulsen frejariemann thomaslevin lisbethwulff sørenspanning olethestrup julieagnetevang petermygind"
41,41,ts8308,Community,"Follow the lives of a group of students at what is possibly the world’s worst community college in the fictional locale of Greendale, Colorado.",2009,['comedy'],8.5,257221.0,42.357,8.0,JoelMcHale GillianJacobs DannyPudi AlisonBrie JimRash KenJeong PagetBrewster KeithDavid,"follow the lives of a group of students at what is possibly the world’s worst community college in the fictional locale of greendale, colorado. joelmchale gillianjacobs dannypudi alisonbrie jimrash kenjeong pagetbrewster keithdavid"
42,42,ts21469,Grey's Anatomy,Follows the personal and professional lives of a group of doctors at Seattle’s Grey Sloan Memorial Hospital.,2005,"['drama', 'romance']",7.6,299165.0,803.786,8.252,EllenPompeo JamesPickensJr. ChandraWilson KevinMcKidd CamillaLuddington KimRaver ScottSpeedman ChrisCarmack JakeBorelli AnthonyHill RichardFlood CaterinaScorsone KellyMcCreary,follows the personal and professional lives of a group of doctors at seattle’s grey sloan memorial hospital. ellenpompeo jamespickensjr. chandrawilson kevinmckidd camillaluddington kimraver scottspeedman chriscarmack jakeborelli anthonyhill richardflood caterinascorsone kellymccreary
43,43,ts17156,Arrested Development,"The story of a wealthy family that lost everything, and the one son who had no choice but to keep them all together.",2003,['comedy'],8.7,300445.0,30.131,8.043,JasonBateman PortiadeRossi WillArnett MichaelCera AliaShawkat TonyHale DavidCross JessicaWalter JeffreyTambor RonHoward,"the story of a wealthy family that lost everything, and the one son who had no choice but to keep them all together. jasonbateman portiaderossi willarnett michaelcera aliashawkat tonyhale davidcross jessicawalter jeffreytambor ronhoward"
44,44,ts22011,Heartland,"Life is hard on the Flemings' ranch in the Alberta foothills where abused or neglected horses find refuge with a kind, hard-working family. Debts abound and the bank is about to foreclose. Can they keep the ranch running?",2007,"['drama', 'family']",8.4,16337.0,74.638,8.3,AmberMarshall GrahamWardle ShaunJohnston,"life is hard on the flemings' ranch in the alberta foothills where abused or neglected horses find refuge with a kind, hard-working family. debts abound and the bank is about to foreclose. can they keep the ranch running? ambermarshall grahamwardle shaunjohnston"
45,45,ts26091,The Staircase,"Academy Award-winning documentary filmmaker, Jean-Xavier de Lestrade, presents a gripping courtroom thriller, offering a rare and revealing inside look at a high-profile murder trial. In 2001, author Michael Peterson was arraigned for the murder of his wife Kathleen, whose body was discovered lying in a pool of blood on the stairway of their home. Granted unusual access to Peterson's lawyers, home and immediate family, de Lestrade's cameras capture the defense team as it considers its strategic options. The series is an engrossing look at contemporary American justice that features more twists than a legal bestseller.",2004,"['crime', 'documentation', 'drama']",7.8,21531.0,10.922,7.7,MichaelPeterson BillPeterson DavidRudolf RonGuerette TomMaher,"academy award-winning documentary filmmaker, jean-xavier de lestrade, presents a gripping courtroom thriller, offering a rare and revealing inside look at a high-profile murder trial. in 2001, author michael peterson was arraigned for the murder of his wife kathleen, whose body was discovered lying in a pool of blood on the stairway of their home. granted unusual access to peterson's lawyers, home and immediate family, de lestrade's cameras capture the defense team as it considers its strategic options. the series is an engrossing look at contemporary american justice that features more twists than a legal bestseller. michaelpeterson billpeterson davidrudolf ronguerette tommaher"
46,46,ts22337,NCIS,"From murder and espionage to terrorism and stolen submarines, a team of special agents investigates any crime that has a shred of evidence connected to Navy and Marine Corps personnel, regardless of rank or position.",2003,"['crime', 'action', 'thriller', 'drama', 'comedy']",7.8,143846.0,251.622,7.6,DavidMcCallum,"from murder and espionage to terrorism and stolen submarines, a team of special agents investigates any crime that has a shred of evidence connected to navy and marine corps personnel, regardless of rank or position. davidmccallum"
47,47,ts3371,Avatar: The Last Airbender,"In a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.",2005,"['scifi', 'animation', 'action', 'family', 'fantasy']",9.3,303666.0,56.915,8.7,ZachTyler MaeWhitman JackDeSena DanteBasco JessieFlower GregBaldwin DeeBradleyBaker GreyDeLisle CricketLeigh OliviaHack AndréSogliuzzo,"in a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the avatar, and bring peace to the world. zachtyler maewhitman jackdesena dantebasco jessieflower gregbaldwin deebradleybaker greydelisle cricketleigh oliviahack andrésogliuzzo"
48,48,ts20604,Friday Night Lights,"The trials and triumphs of life in the small town of Dillon, Texas, where high school football is everything.",2006,"['drama', 'sport']",8.7,65199.0,19.681,8.1,KyleChandler ConnieBritton AimeeTeegarden MichaelB.Jordan JurneeSmollett DoraMadison GreyDamon MattLauria,"the trials and triumphs of life in the small town of dillon, texas, where high school football is everything. kylechandler conniebritton aimeeteegarden michaelb.jordan jurneesmollett doramadison greydamon mattlauria"
49,49,ts20573,The IT Crowd,"Two I.T. nerds and their clueless female manager, who work in the basement of a very successful company. When they are called on for help, they are never treated with any respect at all.",2006,"['comedy', 'european']",8.5,149586.0,31.031,8.108,ChrisO'Dowd RichardAyoade KatherineParkinson ChrisMorris MattBerry,"two i.t. nerds and their clueless female manager, who work in the basement of a very successful company. when they are called on for help, they are never treated with any respect at all. chriso'dowd richardayoade katherineparkinson chrismorris mattberry"
50,50,ts22099,The Spectacular Spider-Man,"Having spent the summer engaging common criminals with his new-found powers, not so typical 16-year-old Peter Parker must conceal his secret identity and battle super-villains in the real world as he enters his junior year of high school.",2008,"['action', 'animation', 'family', 'scifi', 'comedy']",8.3,14996.0,41.509,8.705,JoshKeaton,"having spent the summer engaging common criminals with his new-found powers, not so typical 16-year-old peter parker must conceal his secret identity and battle super-villains in the real world as he enters his junior year of high school. joshkeaton"
51,51,ts21464,Zoey 101,"Zoey 101 is an American television series which originally aired on Nickelodeon from January 9, 2005 until May 2, 2008. It focuses on the lives of teenager Zoey Brooks and her friends as they attend Pacific Coast Academy, a fictional boarding school in Southern California. It was created by Dan Schneider. It was initially filmed at Pepperdine University in Malibu, California, then at stages in Valencia, California beginning in season 3. It was nominated for an ""Outstanding Children's Program"" Emmy in 2005. Zoey 101 was the most expensive production ever for Nickelodeon series, as it was shot completely on location in Malibu. It was also Nickelodeon's best performance for a series premiere in almost eight years. Despite this, many critics have made negative comments about the show, its setting, and its characters.",2005,"['drama', 'comedy', 'family', 'romance']",6.1,15808.0,53.044,8.2,JamieLynnSpears PaulButcher VictoriaJustice ChristopherMassey ErinSanders MatthewUnderwood AustinButler,"zoey 101 is an american television series which originally aired on nickelodeon from january 9, 2005 until may 2, 2008. it focuses on the lives of teenager zoey brooks and her friends as they attend pacific coast academy, a fictional boarding school in southern california. it was created by dan schneider. it was initially filmed at pepperdine university in malibu, california, then at stages in valencia, california beginning in season 3. it was nominated for an ""outstanding children's program"" emmy in 2005. zoey 101 was the most expensive production ever for nickelodeon series, as it was shot completely on location in malibu. it was also nickelodeon's best performance for a series premiere in almost eight years. despite this, many critics have made negative comments about the show, its setting, and its characters. jamielynnspears paulbutcher victoriajustice christophermassey erinsanders matthewunderwood austinbutler"
